N,X,Y,TAZ,TAZdist
636,5995308.84848,2112158.34484,636,0.000
637,5995349.69500,2110874.86028,637,0.000
638,6011951.46492,2111167.23153,638,0.000
639,6012608.29468,2111794.68907,639,0.000
640,6013264.79354,2112422.80523,640,0.000
641,6013701.91275,2111965.06168,641,0.000
642,6014138.92584,2111506.61062,642,0.000
643,6013044.88585,2111337.34199,643,0.000
644,6013482.24315,2110878.77068,644,0.000
645,6012388.45063,2110709.62366,645,0.000
646,6007274.39689,2111931.88951,646,0.000
647,6007309.53442,2111173.28886,647,0.000
648,6007181.28429,2112605.04700,648,0.000
649,6016277.01370,2107794.29759,649,0.000
650,6016006.56766,2109083.81065,650,0.000
651,6013524.48442,2106974.20409,651,0.000
652,6013652.96199,2107864.10629,652,0.000
653,6014242.88869,2108125.97144,653,0.000
654,6014197.52049,2109223.76702,654,0.000
655,6015948.22169,2110005.07744,655,0.000
656,6012725.78106,2109027.47313,656,0.000
657,6014035.28532,2110303.10109,657,0.000
658,5997950.04690,2112043.23254,658,0.000
659,5997938.60793,2112840.32191,659,0.000
660,5986865.07380,2112898.90572,660,0.000
661,5987950.26768,2112939.47252,661,0.000
662,6000301.08267,2112637.63020,662,0.000
663,5999417.14616,2112474.44576,663,0.000
664,6012170.69307,2112252.50039,664,0.000
665,6012827.66241,2112880.15625,665,0.000
666,6009539.13876,2112376.95838,666,0.000
667,6010140.19160,2112990.00120,667,0.000
668,6010523.79332,2112431.51970,668,0.000
669,6009982.39601,2111913.32696,669,0.000
670,6001133.84990,2113167.35196,670,0.000
671,6001275.96762,2112484.51493,671,0.000
672,6011733.53637,2112711.07268,672,0.000
673,6012390.69505,2113339.62939,673,0.000
674,5986840.66822,2113590.81848,674,0.000
675,5985935.64993,2113191.48305,675,0.000
676,5988713.64180,2113305.62661,676,0.000
677,5989500.32538,2112993.42233,677,0.000
678,6009704.81973,2113657.75080,678,0.000
679,6010154.89753,2113763.54212,679,0.000
680,6004158.88585,2113428.12674,680,0.000
681,6005101.58312,2113556.32810,681,0.000
682,6006038.09537,2113548.12814,682,0.000
683,6006201.76663,2112649.71160,683,0.000
684,6010814.74081,2113564.93131,684,0.000
685,6011179.68244,2113057.31873,685,0.000
686,5997495.51103,2113456.74224,686,0.000
687,5998726.13084,2113653.93587,687,0.000
688,5980229.54512,2112500.51727,688,0.000
689,5980761.56594,2110165.96075,689,0.000
690,6013047.37125,2113966.55654,690,0.000
691,6013484.21641,2113507.56288,691,0.000
692,6013921.19763,2113050.14450,692,0.000
693,6014357.61594,2112592.60347,693,0.000
694,6014795.26924,2112133.95044,694,0.000
695,6002122.74384,2114014.47885,695,0.000
696,6003088.38110,2114150.11704,696,0.000
697,5996215.08745,2114192.06883,697,0.000
698,5996240.12776,2113351.35086,698,0.000
699,6006919.44741,2114484.04071,699,0.000
700,6007014.54599,2113802.65297,700,0.000
701,6006965.11320,2114142.91986,701,0.000
702,6008918.04268,2114065.87654,702,0.000
703,6009872.39122,2114198.48054,703,0.000
704,6009826.06866,2114539.43471,704,0.000
705,6004042.36221,2114278.99174,705,0.000
706,6004986.67532,2114406.49299,706,0.000
707,6007871.84388,2114616.34565,707,0.000
708,6007919.37947,2114274.87136,708,0.000
709,5998731.14818,2114548.97754,709,0.000
710,5999622.58457,2114688.44738,710,0.000
711,6008872.33510,2114407.15340,711,0.000
712,6008824.09959,2114749.33962,712,0.000
713,6009778.86957,2114882.63148,713,0.000
714,6000544.23284,2114816.69356,714,0.000
715,6001096.62152,2114368.41350,715,0.000
716,5989188.26597,2114913.46832,716,0.000
717,5990972.78721,2114923.25391,717,0.000
718,5997434.72560,2114907.32076,718,0.000
719,5987576.50891,2115007.05607,719,0.000
720,5986934.06693,2114376.16426,720,0.000
721,5992571.28071,2115040.75269,721,0.000
722,5992509.07197,2114475.21490,722,0.000
723,6016468.16164,2114524.42026,723,0.000
724,6015599.81679,2113786.68320,724,0.000
725,6016128.66212,2113399.85159,725,0.000
726,6015014.73684,2113215.01732,726,0.000
727,6015475.47973,2112758.96491,727,0.000
728,5993652.98805,2114846.30602,728,0.000
729,5993701.78796,2113502.08498,729,0.000
730,6013701.59564,2114592.64349,730,0.000
731,6014288.40319,2115153.60085,731,0.000
732,6014139.76923,2114134.24881,732,0.000
733,6008777.80913,2115090.70292,733,0.000
734,6008730.10418,2115431.37221,734,0.000
735,6009684.93524,2115564.70473,735,0.000
736,6009732.73461,2115223.49913,736,0.000
737,5982984.67550,2114941.60279,737,0.000
738,5981931.35170,2113577.11536,738,0.000
739,5984394.90991,2113970.23525,739,0.000
740,6012822.31214,2115511.22364,740,0.000
741,6013263.98145,2115050.32426,741,0.000
742,6012167.61824,2114885.33489,742,0.000
743,6012609.00371,2114424.78845,743,0.000
744,6011509.46561,2114258.97128,744,0.000
745,6011951.74399,2113795.93174,745,0.000
746,6010398.96105,2115663.91730,746,0.000
747,6010447.05282,2115323.30650,747,0.000
748,6010492.77421,2114982.28139,748,0.000
749,6010539.49712,2114638.36986,749,0.000
750,6010588.81628,2114296.04898,750,0.000
751,6010586.62138,2113982.79215,751,0.000
752,6010861.28669,2115728.11967,752,0.000
753,6010909.54966,2115387.32773,753,0.000
754,6010954.04891,2115046.41358,754,0.000
755,5996045.23131,2115783.01759,755,0.000
756,5997053.23728,2115959.07487,756,0.000
757,5997126.85943,2115364.26888,757,0.000
758,5987133.64215,2115588.06039,758,0.000
759,5986039.34266,2114420.14832,759,0.000
760,6008634.58087,2116116.56891,760,0.000
761,6009824.77640,2116281.96793,761,0.000
762,6015312.24658,2116134.28176,762,0.000
763,6015939.19579,2115570.77022,763,0.000
764,6014805.55012,2115648.14946,764,0.000
765,6015243.76317,2115189.11114,765,0.000
766,6015714.45603,2114740.99600,766,0.000
767,6014726.60762,2114695.00638,767,0.000
768,6014584.69933,2113677.42494,768,0.000
769,6004683.05065,2116579.05634,769,0.000
770,6005248.90041,2115993.89748,770,0.000
771,6008586.29321,2116459.68889,771,0.000
772,6009600.92395,2116709.60695,772,0.000
773,6013281.18396,2115948.79731,773,0.000
774,6013540.83821,2116196.52789,774,0.000
775,6013799.43131,2116442.93253,775,0.000
776,6014058.56634,2116688.28270,776,0.000
777,6014317.46071,2116935.90307,777,0.000
778,6015011.71180,2116757.78393,778,0.000
779,6014756.28408,2116476.74037,779,0.000
780,6014496.89189,2116228.59896,780,0.000
781,6014238.18105,2115982.09149,781,0.000
782,6010894.75904,2117117.63301,782,0.000
783,6010941.07756,2116786.51152,783,0.000
784,6010819.23408,2116069.21275,784,0.000
785,6010990.40435,2116443.20324,785,0.000
786,6011271.27226,2116131.58809,786,0.000
787,6011632.47117,2116882.26346,787,0.000
788,6011682.06487,2116539.02109,788,0.000
789,6011730.86827,2116195.27602,789,0.000
790,6012110.08177,2116948.77752,790,0.000
791,6012158.69001,2116605.55179,791,0.000
792,6010806.77886,2117761.14673,792,0.000
793,6010849.57823,2117439.73600,793,0.000
794,6001182.85443,2117270.20569,794,0.000
795,6000032.97868,2116759.25964,795,0.000
796,5999950.95248,2117434.05937,796,0.000
797,6012096.91648,2118266.02547,797,0.000
798,6012145.37653,2117941.49427,798,0.000
799,6011473.66616,2118015.22847,799,0.000
800,6011540.32109,2117533.58526,800,0.000
801,6011584.74525,2117213.38858,801,0.000
802,6012018.96588,2117597.29838,802,0.000
803,6012061.92610,2117278.98270,803,0.000
804,6012427.12634,2117647.07787,804,0.000
805,6012471.57342,2117329.33932,805,0.000
806,6013949.88539,2117214.99396,806,0.000
807,6014516.85997,2117149.93837,807,0.000
808,6014645.83447,2117623.34069,808,0.000
809,6013932.08846,2117683.65183,809,0.000
810,6013496.36089,2117477.99204,810,0.000
811,6013151.24310,2117429.87350,811,0.000
812,6012810.17141,2117382.17069,812,0.000
813,6013112.23684,2117749.90267,813,0.000
814,6013508.96610,2118509.07143,814,0.000
815,6001617.85730,2119404.49820,815,0.000
816,6001593.36181,2118583.47788,816,0.000
817,6006144.49671,2120033.92050,817,0.000
818,6006691.13703,2119593.46821,818,0.000
819,6002904.02414,2120134.56046,819,0.000
820,6002857.27025,2119222.11575,820,0.000
821,6011475.46023,2120060.21944,821,0.000
822,6010777.15750,2120594.12592,822,0.000
823,6011100.83837,2120455.10400,823,0.000
824,6001010.49111,2120330.27126,824,0.000
825,6001716.58408,2120425.33809,825,0.000
826,6012446.03087,2118907.77016,826,0.000
827,6012265.40364,2120006.96772,827,0.000
828,6013247.21918,2120076.77573,828,0.000
829,6011965.43685,2120875.11558,829,0.000
830,6012945.60720,2119401.50824,830,0.000
831,6008199.75741,2120301.58086,831,0.000
832,6007796.00188,2120998.03598,832,0.000
833,6008755.44524,2121121.93674,833,0.000
834,6010097.83803,2121273.97580,834,0.000
835,6011206.40757,2121399.50072,835,0.000
836,6005956.24935,2121397.31698,836,0.000
837,6006052.92224,2120715.62813,837,0.000
838,6001281.57544,2121626.30652,838,0.000
839,6002549.87620,2121716.26390,839,0.000
840,5999589.69852,2121468.25017,840,0.000
841,5998874.04244,2120679.89014,841,0.000
842,5999943.04537,2120907.02244,842,0.000
843,5998831.06909,2115103.07953,843,0.000
844,6004641.84453,2121520.09713,844,0.000
845,6002851.94306,2120959.62525,845,0.000
846,6003881.37770,2121989.74887,846,0.000
847,6006668.06056,2122091.64769,847,0.000
848,6007007.44190,2120854.00817,848,0.000
849,6007097.64293,2120173.93944,849,0.000
850,6006908.51070,2121534.85868,850,0.000
851,6008480.54022,2122412.50821,851,0.000
852,6008389.44539,2121752.35495,852,0.000
853,6009963.72616,2121992.70655,853,0.000
854,6011562.05485,2121724.96100,854,0.000
855,6009870.00758,2122803.59320,855,0.000
856,5989881.58054,2116916.11366,856,0.000
857,5989587.42574,2115739.40751,857,0.000
858,5991309.11507,2115872.94253,858,0.000
859,5993172.21068,2116565.02918,859,0.000
860,5992106.11442,2120402.32616,860,0.000
861,5995583.13745,2117098.99523,861,0.000
862,5997799.70112,2117707.26792,862,0.000
863,5990823.02199,2118099.52609,863,0.000
864,5991019.07028,2120154.42585,864,0.000
865,6022685.33369,2123115.27742,865,0.000
866,6021237.54708,2125792.28884,866,0.000
867,6022663.30376,2126565.93641,867,0.000
868,6022137.41066,2127842.05672,868,0.000
869,6019891.77424,2128509.62766,869,0.000
870,6021601.03739,2129038.65155,870,0.000
871,6020598.61679,2130050.68173,871,0.000
872,6020587.73559,2127056.28402,872,0.000
873,5998565.34020,2086706.41630,873,0.000
874,6000671.14629,2086714.33198,874,0.000
875,6012572.28233,2087600.76911,875,0.000
876,6012021.81603,2086554.55612,876,0.000
877,6003827.84662,2086752.04486,877,0.000
878,6003598.98110,2088185.48060,878,0.000
879,6013967.55542,2088679.63024,879,0.000
880,6014529.19658,2086898.36082,880,0.000
881,6016877.62019,2087383.03782,881,0.000
882,6017593.88678,2088862.72596,882,0.000
883,5990757.79756,2088993.15444,883,0.000
884,5988637.01509,2088995.36248,884,0.000
885,5992093.46143,2090176.42923,885,0.000
886,5991849.20037,2089545.97595,886,0.000
887,5989708.71650,2090639.62715,887,0.000
888,5990111.06191,2090113.23157,888,0.000
889,6013856.37893,2090460.85894,889,0.000
890,6014992.58094,2089641.69569,890,0.000
891,6015747.00016,2090169.53116,891,0.000
892,6016193.77759,2090929.00021,892,0.000
893,6006147.72573,2088630.46086,893,0.000
894,6006698.59130,2090599.03234,894,0.000
895,6008995.71664,2089193.95237,895,0.000
896,6014322.81989,2091315.02166,896,0.000
897,6014728.64466,2092058.22876,897,0.000
898,5990917.08952,2092451.82074,898,0.000
899,5990871.55628,2090921.64680,899,0.000
900,6007504.95066,2092044.82554,900,0.000
901,6008874.10339,2092305.05330,901,0.000
902,6017833.59990,2092526.14936,902,0.000
903,6017317.61696,2091740.94539,903,0.000
904,6016178.05474,2092313.67853,904,0.000
905,6012687.64916,2090538.44148,905,0.000
906,6012699.79655,2091998.44368,906,0.000
907,6013071.05210,2093143.97031,907,0.000
908,5994742.00535,2092921.18630,908,0.000
909,5994991.52870,2093943.70060,909,0.000
910,6001197.91794,2093380.44304,910,0.000
911,6000730.62286,2093911.70945,911,0.000
912,5999403.98522,2092530.69994,912,0.000
913,5992034.63892,2093629.33311,913,0.000
914,5991704.18188,2092120.84233,914,0.000
915,5996290.23451,2092736.77994,915,0.000
916,5996024.03543,2094106.76253,916,0.000
917,5989118.47141,2091880.36275,917,0.000
918,5989157.19396,2093756.26029,918,0.000
919,5994335.81211,2108032.64645,919,0.000
920,5992385.25784,2107864.32358,920,0.000
921,5998836.31808,2109541.13337,921,0.000
922,5980222.90118,2108192.65393,922,0.000
923,5996340.65965,2107645.73050,923,0.000
924,6014696.61401,2110921.29718,924,0.000
925,6012826.07772,2110251.65724,925,0.000
926,6016079.09316,2111721.04815,926,0.000
927,6015018.52756,2109167.44007,927,0.000
928,6013375.90037,2109673.29650,928,0.000
929,6015097.59589,2107895.54460,929,0.000
930,6011003.41503,2114701.31508,930,0.000
931,6011011.15855,2114392.95992,931,0.000
932,6011312.92703,2115790.89808,932,0.000
933,6011360.70850,2115449.96994,933,0.000
934,6011404.10830,2115109.39889,934,0.000
935,6011408.51226,2114787.53854,935,0.000
936,6011778.85030,2115855.45883,936,0.000
937,6011826.96671,2115514.69584,937,0.000
938,6011816.86632,2115179.39458,938,0.000
939,6012268.10727,2115597.25933,939,0.000
940,6012255.22289,2115921.97609,940,0.000
941,6012668.11288,2116000.69755,941,0.000
942,6013981.07249,2115735.92588,942,0.000
943,6013721.80393,2115487.99020,943,0.000
944,6012207.29495,2116261.69383,944,0.000
945,6012517.05755,2117005.25362,945,0.000
946,6012565.52306,2116662.41768,946,0.000
947,6012614.13639,2116318.58496,947,0.000
948,6012856.83308,2117052.70165,948,0.000
949,6012905.34403,2116710.09695,949,0.000
950,6012955.79115,2116338.80432,950,0.000
951,6013197.64714,2117100.41811,951,0.000
952,6013247.74321,2116756.17544,952,0.000
953,6013247.05762,2116482.47964,953,0.000
954,6013543.77518,2117148.65264,954,0.000
955,6013562.20850,2116828.30280,955,0.000
956,6012992.12149,2118565.18534,956,0.000
957,6013065.25532,2118073.33515,957,0.000
958,6014120.24708,2118562.47983,958,0.000
959,5993060.19488,2118455.39324,959,0.000
960,5994317.62103,2119400.55006,960,0.000
961,5993331.78271,2120136.74631,961,0.000
962,5995578.29945,2119798.06035,962,0.000
963,5996501.33662,2119349.27571,963,0.000
964,5998454.20571,2119436.25108,964,0.000
965,5997771.44310,2120214.20361,965,0.000
966,5998189.11194,2121121.23432,966,0.000
967,5996257.36603,2120871.66900,967,0.000
968,5993874.49737,2120767.99541,968,0.000
969,5991372.88818,2121509.67629,969,0.000
970,5992209.96188,2119257.91721,970,0.000
971,5996844.51897,2120525.37405,971,0.000
972,5992119.42311,2121640.99625,972,0.000
973,5995835.69857,2121461.10498,973,0.000
974,5990762.40183,2122048.64488,974,0.000
975,5989419.79793,2118935.34563,975,0.000
976,5998577.06552,2118277.80450,976,0.000
977,5996398.91327,2117873.44673,977,0.000
978,5994970.17075,2118333.14943,978,0.000
979,5995520.02771,2118689.30496,979,0.000
980,5991803.69462,2122738.17986,980,0.000
981,6015159.68251,2114243.34659,981,0.000
1191,5988216.87437,2085326.55113,1191,0.000
1192,5988533.05323,2083367.35585,1192,0.000
1193,5988736.21279,2079612.15604,1193,0.000
1194,5988741.16229,2076555.85042,1194,0.000
1195,5985587.55129,2080401.22143,1195,0.000
1196,5985129.23335,2076847.40545,1196,0.000
1197,5986778.14958,2073660.48443,1197,0.000
1198,5989082.30086,2071474.79052,1198,0.000
1199,5991302.05062,2072305.61911,1199,0.000
1200,5996397.42007,2074677.65066,1200,0.000
1201,5993632.90526,2078778.62684,1201,0.000
1202,5995793.41957,2082346.45777,1202,0.000
1203,5992721.49492,2082451.46512,1203,0.000
1204,5993930.67112,2085631.67179,1204,0.000
1205,5998138.76750,2085106.21957,1205,0.000
1206,6002708.36669,2084364.59451,1206,0.000
1207,6007834.20563,2083837.57711,1207,0.000
1208,6009834.30930,2077106.76054,1208,0.000
1209,6006171.43171,2070550.14634,1209,0.000
1210,6009606.29068,2068292.99608,1210,0.000
1211,6006272.33681,2066868.37435,1211,0.000
1212,6010417.22654,2065766.81058,1212,0.000
1213,6001645.75796,2062564.63874,1213,0.000
1214,5998423.46538,2066635.26454,1214,0.000
1215,6002407.82669,2068995.48991,1215,0.000
1216,6000408.93950,2069934.33567,1216,0.000
1217,5995764.07086,2069678.90971,1217,0.000
1218,5994136.59435,2066370.27207,1218,0.000
1219,5991850.17378,2067568.12172,1219,0.000
1220,5989893.64309,2066167.35430,1220,0.000
1221,5987294.88097,2068323.92647,1221,0.000
1222,5986602.83235,2065306.53295,1222,0.000
1223,5987116.65710,2059284.30226,1223,0.000
1224,5987965.47584,2051860.16828,1224,0.000
1225,5981353.92473,2044806.91586,1225,0.000
1226,5985934.95058,2042347.31033,1226,0.000
1227,5991778.80584,2043887.95804,1227,0.000
1228,5993962.57581,2055774.22828,1228,0.000
1229,5995536.48443,2057530.67021,1229,0.000
1230,5993813.97765,2064193.68580,1230,0.000
1231,5996730.66960,2061249.32964,1231,0.000
1232,5997699.76755,2058490.90330,1232,0.000
1233,6001827.53221,2052951.34140,1233,0.000
1234,6004339.01773,2058537.65070,1234,0.000
1235,6005538.91073,2055101.44971,1235,0.000
1236,6006779.27107,2053257.48297,1236,0.000
1237,6008658.83622,2055142.30129,1237,0.000
1238,6008604.95649,2058403.52544,1238,0.000
1239,6013871.04401,2055690.48485,1239,0.000
1240,6013821.04682,2048638.40674,1240,0.000
1241,6008217.29860,2049064.62749,1241,0.000
1242,6005606.85441,2047640.65647,1242,0.000
1243,6009546.11414,2044600.52711,1243,0.000
1244,6011840.17399,2046417.14622,1244,0.000
1245,6011344.20367,2042895.83341,1245,0.000
1246,6014044.53169,2039393.84507,1246,0.000
1247,6017860.49578,2040366.76263,1247,0.000
1248,6020138.84593,2043878.10688,1248,0.000
1249,6028197.95255,2040574.62607,1249,0.000
1250,6022550.92176,2040124.02042,1250,0.000
1251,6025577.25845,2038350.55312,1251,0.000
1252,6019120.85018,2033444.83544,1252,0.000
1253,6026918.07386,2034742.68321,1253,0.000
1254,6025217.28736,2027738.98236,1254,0.000
1255,6030904.86283,2029762.60882,1255,0.000
1256,6032169.25491,2031478.63314,1256,0.000
1257,6034071.69409,2033099.51141,1257,0.000
1258,6029193.34591,2036463.66513,1258,0.000
1259,6031173.12415,2038644.90065,1259,0.000
1260,6033602.50839,2036315.60152,1260,0.000
1261,6035708.24395,2038227.01335,1261,0.000
1262,6039160.28597,2035275.88711,1262,0.000
1263,6039512.51106,2033251.13513,1263,0.000
1264,6041328.15477,2031427.92334,1264,0.000
1265,6043935.75091,2031570.80038,1265,0.000
1266,6047114.05890,2030771.73569,1266,0.000
1267,6051598.90994,2033591.82284,1267,0.000
1268,6050528.49045,2031247.57319,1268,0.000
1269,6054084.15849,2029934.78245,1269,0.000
1270,6052252.58437,2027400.85940,1270,0.000
1271,6048881.67110,2027763.78978,1271,0.000
1272,6047117.36019,2024598.11096,1272,0.000
1273,6050265.28562,2022960.23187,1273,0.000
1274,6044696.39418,2025943.61747,1274,0.000
1275,6046771.90792,2019525.70523,1275,0.000
1276,6044379.33376,2021143.42977,1276,0.000
1277,6043160.31105,2023464.79079,1277,0.000
1278,6039912.20620,2027646.17133,1278,0.000
1279,6037906.24359,2031164.45759,1279,0.000
1280,6034975.03263,2028344.88861,1280,0.000
1281,6036506.94536,2025154.22628,1281,0.000
